Entity,average_probability,bins
"Miami University in Oxford, Ohio",6.249341093503343e-09,Bin 2
the remains of the original tower,6.179165493699431e-09,Bin 2
Georgetown across the Potomac River,6.166035403423348e-09,Bin 2
SOFCs,6.157267967682143e-09,Bin 2
Israeli and Egyptian offers,6.136517321394291e-09,Bin 2
Russian influence and trade,5.9284169366580804e-09,Bin 2
the latest setbacks,5.862727173103309e-09,Bin 2
Janie's performance,5.6652391093403e-09,Bin 2
Sarah Michelle Gellar,5.606564012437039e-09,Bin 2
Barbados and the West Indies,5.4826544687388835e-09,Bin 2
STECI,5.296011905549492e-09,Bin 2
Oromiffa,5.204041385511283e-09,Bin 2
only last month,5.015166767906103e-09,Bin 2
Convent Thoughts,4.936821635955035e-09,Bin 2
Kingswood Grammar School,4.919954647329651e-09,Bin 2
Annaghmore,4.763185292827621e-09,Bin 2
guiding Derby County,4.677802413731731e-09,Bin 2
Wieck,4.56716163317037e-09,Bin 2
many Japanese trading companies,4.565472711814531e-09,Bin 2
Beruni,4.527128947350645e-09,Bin 2
Marlett,4.505686629357075e-09,Bin 2
the NPA presence,4.222498719958606e-09,Bin 2
Some early selling,4.150380961883497e-09,Bin 2
his cabinet and King Albert II,3.900595591325973e-09,Bin 2
eventual series champion Dale Jarrett,3.8676489822659335e-09,Bin 2
A Google departure,3.809429427276641e-09,Bin 2
surviving male issue,3.734401647905539e-09,Bin 2
engineering and medical troops,3.59630154276649e-09,Bin 2
an opportunity for business,3.566665016548487e-09,Bin 2
many of the township's roads,3.485002063994288e-09,Bin 2
"Latin America, Africa, and the South Pacific",3.447730823354546e-09,Bin 2
both celebrities and ordinary people,3.363598881286372e-09,Bin 2
"MTV, Mad",3.3416860558303352e-09,Bin 2
favor of Bob Stanley,3.1663272916292955e-09,Bin 2
"the death of her husband, Martin",3.113658455364151e-09,Bin 2
His subsequent works of the period,3.039428028990824e-09,Bin 2
his son Ranald,3.0184673814087086e-09,Bin 2
seven scoreless innings,2.9909040296566254e-09,Bin 2
The Awis,2.9030837817395275e-09,Bin 2
chancellor of Sharif University of Technology,2.888868379680227e-09,Bin 2
a series of energy crises,2.873705710688174e-09,Bin 2
index arbitrage,2.784466729027796e-09,Bin 2
A European diplomatic source,2.77895603210003e-09,Bin 2
the correct usage of the Portuguese language,2.584799768406067e-09,Bin 2
shipments for the month,2.504626625548536e-09,Bin 2
THE ROCK AND ROLL HALL OF FAME,2.446015767831429e-09,Bin 2
Mr. Dinkins,2.390243342106712e-09,Bin 2
texturing agents,2.178036060184849e-09,Bin 2
front of Odin,2.0653597999555758e-09,Bin 2
"understanding, communication and friendship",2.0159562429555204e-09,Bin 2
another site on the east coast,1.949259173121518e-09,Bin 2
a very very bad thing,1.9266122507854975e-09,Bin 2
Alex Wharf,1.9117630489103134e-09,Bin 2
Washington's proposal,1.8972972786519176e-09,Bin 2
Mr. Wathen,1.8626751890620747e-09,Bin 2
boycott one company,1.8503072250474822e-09,Bin 2
the two places' advantages,1.8291178717044702e-09,Bin 2
the speed with which traffic moved,1.6689863369424155e-09,Bin 2
Our network of moving companies,1.6330045732759224e-09,Bin 2
cooperation from Yemen,1.629500550796473e-09,Bin 2
a French signal,1.6249512398804031e-09,Bin 2
its consideration and debate,1.6100367008436975e-09,Bin 2
its own in-house production facilities,1.582865327766913e-09,Bin 2
a parking lot of the prison,1.574500576658701e-09,Bin 2
North Korea's political climate,1.5463341199595706e-09,Bin 2
"the unit, along with its commander",1.5332077466667467e-09,Bin 2
education of the medium,1.5182203420918252e-09,Bin 2
"Linz, Austria",1.5138562717907202e-09,Bin 2
an alternative school educator,1.5077637432200142e-09,Bin 2
an anti-terrorist officer,1.4994715369714304e-09,Bin 2
DeLay's wife,1.4504108942339566e-09,Bin 2
a nice big check,1.4158273285152904e-09,Bin 2
our troops in less than a,1.384564621010493e-09,Bin 2
all kinds of housing structures,1.3789860782387692e-09,Bin 2
some financial lobbyists,1.3631073261377903e-09,Bin 2
the missile shield effort,1.3611396143257731e-09,Bin 2
the Spanish association for the conservation of European bison,1.357752213094512e-09,Bin 2
a sizable aid operation,1.263430377952959e-09,Bin 2
the mall-and,1.2088308378631975e-09,Bin 2
the Port of Olympia region,1.1978830905921014e-09,Bin 2
Roger Federer in the semifinals,1.1499026652295392e-09,Bin 2
first-day motions,1.1451767197553064e-09,Bin 2
representatives of the Portuguese community,1.1259899407245987e-09,Bin 2
US capital corporations,1.125385367377974e-09,Bin 2
Gateway Sports and Entertainment Complex,1.0750724519244314e-09,Bin 2
England coach Martin Johnson,1.071032251351043e-09,Bin 2
Crown Prince Qi,1.062982217500837e-09,Bin 2
The discovery of the mass graves,1.049650657539025e-09,Bin 2
the railroad mail carrier service,1.0397393131359223e-09,Bin 2
Joshua Lawrence Chamberlain,1.0385969409347767e-09,Bin 2
Some aspects of Brazilian culture,9.90831959924244e-10,Bin 2
Fordham Essex,9.801884478583587e-10,Bin 2
"the Tenth Amendment, not the Second Amendment",9.773846272512788e-10,Bin 2
coroner's officials,8.526388095539242e-10,Bin 2
a county emergency official,8.42592958784667e-10,Bin 2
a majority of South Koreans,8.369815555767071e-10,Bin 2
an attempt at psychological intimidation,8.175675393858024e-10,Bin 2
the gymnasium in Gotha,8.12977836385841e-10,Bin 2
The journalistic consensus,8.015366811416185e-10,Bin 2
the second rounds of ITF,7.638370658456011e-10,Bin 2
the southern German city of Speyer,7.568077301227373e-10,Bin 2
a power-sharing administration,7.511405052655283e-10,Bin 2
hallucinations,7.262785467621428e-10,Bin 2
the Scottish Claymores,7.109838867371288e-10,Bin 2
a young bloke,6.98815947813334e-10,Bin 2
a strong Even influence,6.97296822078543e-10,Bin 2
the proximity of Cheru,6.864049905636287e-10,Bin 2
Rome at which Enrico died,6.853615260215527e-10,Bin 2
Dave Albo,6.655580269305016e-10,Bin 2
This kind of opinion,6.590088168617083e-10,Bin 2
KKR's name,6.50869765520369e-10,Bin 2
enough grain in the pipeline,6.48258942388182e-10,Bin 2
the loss of only three games,6.055396423456585e-10,Bin 2
a day for a computer security manager,5.924027256506852e-10,Bin 2
these quite intense periods,5.822148191643953e-10,Bin 2
executive chairman of Rothschild International,5.732053755570892e-10,Bin 2
piles of ashes and bones,5.714473619424758e-10,Bin 2
a crisis in the stock markets,5.688165907972747e-10,Bin 2
hyperactive prosecutors,5.672660008335403e-10,Bin 2
a part of the Yugoslavia national team,5.590494168074538e-10,Bin 2
discussions of the Israeli-Palestinian conflict,5.428857618121157e-10,Bin 2
a daily earthquake response,5.396378971202254e-10,Bin 2
the destruction of the ancient city of Madurai,5.372005262590213e-10,Bin 2
U.S. car and truck sales,5.357399875749125e-10,Bin 2
Arua town,5.298296603703454e-10,Bin 2
a youth camp in Little Rock,5.287599678631239e-10,Bin 2
chlorine,5.170994016055085e-10,Bin 2
Her Secondary and Higher secondary studies,5.003763755888887e-10,Bin 2
some sort of network,4.754209140913936e-10,Bin 2
the website of The Sun Herald,4.677102219035353e-10,Bin 2
that of the United States' FBI,4.619333864689702e-10,Bin 2
Persuasion and Emma,4.5568727303895005e-10,Bin 2
this year's selection,4.302860648949756e-10,Bin 2
Espacenet,4.2468785965952144e-10,Bin 2
shop at SkyDome (now Rogers Centre),4.2053624544012983e-10,Bin 2
growing tension with city residents,4.0512979275653485e-10,Bin 2
Glenn Ford and Nancy Kwan,3.972705500904499e-10,Bin 2
Individuals affiliated with the Church of Scientology,3.9712556681465486e-10,Bin 2
his future and the future of the country,3.961231479177716e-10,Bin 2
"the new executive producer, John Yorke",3.8279237500763913e-10,Bin 2
oversight of Wall Street,3.684621279843761e-10,Bin 2
the boys in Peter Pan,3.5766901631213755e-10,Bin 2
over-exposed market participants,3.4818692394195526e-10,Bin 2
their speed and agility,3.2890080899224344e-10,Bin 2
the capital's main airport,3.2877340841837177e-10,Bin 2
Aetna,3.2258001486084687e-10,Bin 2
a sketchy education,3.061373996797184e-10,Bin 2
nineteen hundred and fifty seven,2.904126416680596e-10,Bin 2
Angels Fall First,2.8902463580204484e-10,Bin 2
Trusthouse Forte,2.8735903742670857e-10,Bin 2
A team of US Air Force experts,2.8335355189816687e-10,Bin 2
separate announcements of their plans,2.710014980506435e-10,Bin 2
Medicaid,2.6870433051084696e-10,Bin 2
Harold Foster's comic strip,2.6141621077236975e-10,Bin 2
few economic policy changes,2.6141334056830205e-10,Bin 2
medium-and small-sized companies,2.5428202509844416e-10,Bin 2
New Zealand v South Africa,2.5150489089775404e-10,Bin 2
The eastern and western sections of the city,2.4500824377818724e-10,Bin 2
An AT & T representative,2.4076471910541527e-10,Bin 2
ordinary Qingdao residents,2.3423945490091737e-10,Bin 2
The Battle of San Pasqual,2.3042457427443155e-10,Bin 2
the USA and mainland China,2.2867113597750266e-10,Bin 2
the idea of checks and balances,2.2158810028049976e-10,Bin 2
De Pedis,2.1845804667854118e-10,Bin 2
Future Imagery Architecture,2.1466449584174507e-10,Bin 2
Modern attention to domestic violence,1.9862944420090902e-10,Bin 2
The Bhoys,1.8928978311110303e-10,Bin 2
Kohler Co.,1.8710801067824854e-10,Bin 2
Armor for Sleep,1.8070224182712915e-10,Bin 2
a vocal critic of the South African apartheid regime,1.7418510174329639e-10,Bin 2
Taiwan's financial regulator,1.7186402424866446e-10,Bin 2
the elbow with a pocket knife,1.6620425148963055e-10,Bin 2
The only homers,1.6511106044882838e-10,Bin 2
USA Stan Smith,1.5998528620628692e-10,Bin 2
Gordon Zahler,1.5848833912731164e-10,Bin 2
Westlife's music,1.580746663873467e-10,Bin 2
"Winchester School and Trinity College, Cambridge",1.5480510812307548e-10,Bin 2
Eusebius,1.5061239177297402e-10,Bin 2
one of the primary school songs,1.4922587953911015e-10,Bin 2
the snail's throat,1.4675154507218104e-10,Bin 2
the tainted drywall problem,1.4498658965664608e-10,Bin 2
its two-day loss,1.4386937519615022e-10,Bin 2
Mr. Barak and other politicians,1.4315617146226272e-10,Bin 2
the prospect of a diplomatic resolution,1.415341164949989e-10,Bin 2
Man Mountain Dean,1.3922133227453662e-10,Bin 2
as many as one hundred stores,1.3772329921298134e-10,Bin 2
the first synod held in Western Australia,1.3344525349733959e-10,Bin 2
even the Red Delicious,1.314347099495636e-10,Bin 2
the neighboring Bedouin tribes,1.3041093505058444e-10,Bin 2
the predominant Muslim north,1.296031408984301e-10,Bin 2
part of the FA Premier Reserve League,1.2322901246660508e-10,Bin 2
terms of its righteousness,1.2257657253353518e-10,Bin 2
response to the allegations in the report,1.2182494239863467e-10,Bin 2
Benjamin Netanyahu,1.1646100068628636e-10,Bin 2
ELO Part II,1.1214326231190848e-10,Bin 2
Tom Daschle,1.1137515987691431e-10,Bin 2
Apptix,1.098856674239598e-10,Bin 2
the national power grid on Friday,1.0895321904619168e-10,Bin 2
the nation's revival,1.0562932201336863e-10,Bin 2
"philosophy, English literature and Arabic",9.83975448849682e-11,Bin 2
ECFA issues,9.547086082077442e-11,Bin 2
Palin's office,9.517892558118498e-11,Bin 2
new stock or corporate debt,9.342667728445151e-11,Bin 2
an interview published Monday,9.302474342647279e-11,Bin 2
That one brief rest stop,9.21958861458762e-11,Bin 2
a June EC summit,9.130491931494916e-11,Bin 2
pickups Sunday,8.750478834152419e-11,Bin 2
Derek St. Holmes,8.744352449925989e-11,Bin 2
his Abitur,8.731342538863923e-11,Bin 2
an angel of the presence,8.457830006791712e-11,Bin 2
rats and mice of the genera,7.843377305447837e-11,Bin 2
the horizontal bar event,7.822335883446592e-11,Bin 2
The NuSTAR launch team,7.777130810923795e-11,Bin 2
The trappings of success,7.774080290248254e-11,Bin 2
Cheltenham College Junior School,7.689008411860418e-11,Bin 2
lower wages than their American counterparts,7.249393182593956e-11,Bin 2
the renowned group of Afghans,7.219002591373955e-11,Bin 2
Ivory Coast coach Eriksson,6.706712486762076e-11,Bin 2
the first woman to cross the island of New Guinea,6.618325779908038e-11,Bin 2
Mellon Fellow in the Humanities,6.339134619173403e-11,Bin 2
Many a piglet,6.214316622814679e-11,Bin 2
Bam Margera,6.208744714748463e-11,Bin 2
The Elwha Ecosystem Restoration project,6.198065546005896e-11,Bin 2
The Battle of Britain Monument in London,6.146567951757093e-11,Bin 2
a ton of polo shirts,5.956169324371301e-11,Bin 2
the routes for mountaineers,5.639379634439623e-11,Bin 2
the latest round of confrontation,5.6090364270455775e-11,Bin 2
Jason Momoa,5.6015806060859006e-11,Bin 2
the small finish circuit,5.3871226157299244e-11,Bin 2
a cross-strait taxation agreement,5.359587300804173e-11,Bin 2
discussions with U.S. diplomats,5.3464793347062577e-11,Bin 2
investors holding foreign money,5.3324193732050596e-11,Bin 2
Grenfell,5.2640553142663034e-11,Bin 2
the first verse of BROTHERS UNDER THE SKIN,5.063873703690665e-11,Bin 2
some corporate masseurs,4.8469941709641414e-11,Bin 2
northeast of Dali in Yunnan province,4.7678542336198495e-11,Bin 2
"Keil, Germany",4.592463558483579e-11,Bin 2
Ergophobia,4.559589221849536e-11,Bin 2
both the Pentagon and the Justice Department today,3.9472895433312713e-11,Bin 2
the reign of the Emperor Zeno,3.895117235258835e-11,Bin 2
no real bearing on the real world,3.867152639226494e-11,Bin 2
Awadh cuisine,3.829446040028255e-11,Bin 2
The River Cleddau,3.734377162380579e-11,Bin 2
"Utility stocks, on the other hand",3.6828964706314345e-11,Bin 2
Good Counsel in the final,3.6194427933712677e-11,Bin 2
Farro salad,3.422114344239432e-11,Bin 2
Hillgruber,3.342093802373859e-11,Bin 2
Oneida silverware,3.3058238400781205e-11,Bin 2
"Govan, Glasgow",3.170670423697247e-11,Bin 2
Ali Duba,3.1101390510406196e-11,Bin 2
This much acclaimed masterpiece,3.099737859036643e-11,Bin 2
Neoteny,3.042951695210074e-11,Bin 2
the decision to recuse,2.963688987558694e-11,Bin 2
recovery in Germany and France,2.9133377856413316e-11,Bin 2
the highly successful Rocky Horror Show,2.889498715000995e-11,Bin 2
Mock gold ingots,2.531771785053621e-11,Bin 2
Dante Gabriel Rossetti,2.4990549193123705e-11,Bin 2
the most likely target of a nuclear missile strike,2.4823216490899362e-11,Bin 2
the nearby village of Livenka,2.4664334835528167e-11,Bin 2
Tuesday's attacks,2.442664351610314e-11,Bin 2
Deutsch,2.425706209724667e-11,Bin 2
Democrat Senator Jack Reed,2.3649749531074295e-11,Bin 2
Deloitte,2.3536189200300012e-11,Bin 2
the first Keeper of Indian art,2.3292776212161065e-11,Bin 2
Lee Teng-hui,2.2203304941759305e-11,Bin 2
Proksch,2.16173498156519e-11,Bin 2
those details when we have them,2.146863815870162e-11,Bin 2
the Michael Jackson trial in California,2.0815236027021424e-11,Bin 2
The manner in which it was confirmed,2.0094382984974883e-11,Bin 2
"central New Mexico, Arizona and southern California",2.0055294993138363e-11,Bin 2
the Pittsburgh Sobor,1.9759142012764063e-11,Bin 2
The bank based in North Carolina,1.8877536234359696e-11,Bin 2
the oldest stone curved bridge,1.8823257357596828e-11,Bin 2
Culver et al.,1.8529077818340278e-11,Bin 2
Ira Dubey,1.851232436348844e-11,Bin 2
Novak Djokovic,1.8039577803996932e-11,Bin 2
a story in the public domain,1.7952237283206026e-11,Bin 2
the families of the victims of the Dirty War,1.7360209519802807e-11,Bin 2
the divisions that led to the war,1.727984875735945e-11,Bin 2
the collapse of the Soviet Union and Yugoslavia,1.7244749980800067e-11,Bin 2
the impact of the spreading ash cloud,1.6808387752492127e-11,Bin 2
carinal canals,1.6807634726558604e-11,Bin 2
the hands of any of the Lebanese,1.6631656964248322e-11,Bin 2
some of the most talented young guitarists,1.6500717848102555e-11,Bin 2
Bonar Law,1.6490186903183366e-11,Bin 2
Stargate SG-1,1.6454354662768616e-11,Bin 2
a noble in the States-General,1.6407698103671623e-11,Bin 2
West Germany Konrad Adenauer,1.5919836379214742e-11,Bin 2
Left fielder Carl Crawford,1.5901241295846882e-11,Bin 2
Siskund,1.5104498693057768e-11,Bin 2
the behavior of some of you,1.4958134402411808e-11,Bin 2
A big attraction on the Thames,1.4799178726897695e-11,Bin 2
this Mandelson,1.3877287692760756e-11,Bin 2
continued dialogue across the Taiwan Strait,1.2732656857084306e-11,Bin 2
Tanzim,1.236762322241667e-11,Bin 2
the main-stream Hinduism,1.1883960352349318e-11,Bin 2
"the first inning, that scored a run",1.1731283808567038e-11,Bin 2
the week that ended Wednesday,1.1600898025488526e-11,Bin 2
Rimske Toplice,1.0953147070013206e-11,Bin 2
slower but steady economic development,1.0758668349797369e-11,Bin 2
Most car spoilers,1.0691740507943888e-11,Bin 2
Cyrenaica,9.684279525161129e-12,Bin 2
Bandra in suburban Mumbai,9.617855614745316e-12,Bin 2
the heart of London's financial district,9.461487105316682e-12,Bin 2
Australia's Asian policy structure,9.116838573758088e-12,Bin 2
Aizutakada,8.833754432740984e-12,Bin 2
one prominent family in Hanover,8.643647989779778e-12,Bin 2
the presence of the company in the automobile market,8.562597114895722e-12,Bin 2
every citizen who had not fled,8.311799098314994e-12,Bin 2
Generalizations about value,7.99439658942461e-12,Bin 2
a single-A-minus rating,7.751799092982819e-12,Bin 2
Holy Roar-a,7.536614796418721e-12,Bin 2
his home in Hollis near New York,7.1215624383184286e-12,Bin 2
Renault-Nissan diesel and petrol engines,6.872874261836693e-12,Bin 2
Ordinary Decent Criminal,6.869579849054513e-12,Bin 2
California's roads and bridges,6.8175006932018375e-12,Bin 2
incidental items only,6.656906247888382e-12,Bin 2
The Drozd system,6.392339206327476e-12,Bin 2
Replacement bocce balls,6.274203857328072e-12,Bin 2
the likes of Peres,6.178412947710097e-12,Bin 2
the non-State-owned economic sectors,6.021545305945452e-12,Bin 2
today's Internet attackers,6.017109896705122e-12,Bin 2
a decline in projected ticket sales,5.898638222541199e-12,Bin 2
the formerly moribund team,5.847981247216475e-12,Bin 2
the negotiations with serious intent,5.439431812344911e-12,Bin 2
The cities of Alma and St. Louis,5.212797040289275e-12,Bin 2
the latest therapies,5.119303740145537e-12,Bin 2
farmers of considerable skill,5.042486690554869e-12,Bin 2
Dissonance,5.036886829707242e-12,Bin 2
"the battle, which was clearly propaganda",5.028804304475535e-12,Bin 2
The story of the Samuni family,5.017736718557985e-12,Bin 2
the appointment of a bipartisan committee,4.855926256476107e-12,Bin 2
a convention with the German state of Rhineland-Palatinate,4.786616132926221e-12,Bin 2
the house to the plant,4.6779554944445195e-12,Bin 2
"Stamford Bridge, home of Chelsea",4.6548500518142774e-12,Bin 2
the de-emphasis of central areas,4.499622324734688e-12,Bin 2
Aqeel,4.478487741529396e-12,Bin 2
Pavel Brutt,4.408293237594366e-12,Bin 2
Angelica Balabanov,4.159788528000513e-12,Bin 2
every presidential election over the past half century,4.032961303469694e-12,Bin 2
the Nittany Lions,3.8565983963432835e-12,Bin 2
a bottle of port poisoned,3.739409659857176e-12,Bin 2
two years of Leo's death,3.680807543189368e-12,Bin 2
the Spaniards of treason,3.32424631840333e-12,Bin 2
Lake Agassiz,3.2858087217828016e-12,Bin 2
Russia's irrational harshness,3.2710070830468947e-12,Bin 2
dedication and perseverance,3.0745672996132033e-12,Bin 2
the Mine Ban Treaty's provisions,3.058170348331147e-12,Bin 2
"their international debut album, Identity Crisis",3.0075891323388405e-12,Bin 2
This calamity,2.7439010363137283e-12,Bin 2
two series of tax-exempt bonds,2.682290302466214e-12,Bin 2
a club playing in the Fourth National division,2.663662944153213e-12,Bin 2
Coogee,2.5819563219127818e-12,Bin 2
just one State in the USA,2.5401386464512487e-12,Bin 2
an ailing soprano,2.440511870334996e-12,Bin 2
a good portion of the original Constantinople Wall,2.3989256606120956e-12,Bin 2
The verdict by Moscow City Court,2.372882481779656e-12,Bin 2
His only other love affair during this period,2.3338472134235587e-12,Bin 2
the original GATT members,2.3208516638088844e-12,Bin 2
The reactor building containment dome,2.0145621400657748e-12,Bin 2
Blackmore replacing Edwards,1.9064279516222595e-12,Bin 2
Blowzabella,1.8874039911164216e-12,Bin 2
the worldwide web (internet) came,1.843588011523074e-12,Bin 2
the last games of the second and third sets,1.8008606480228534e-12,Bin 2
any deal with Al-Qaeda,1.7294496771521784e-12,Bin 2
tramadol,1.7030549384152553e-12,Bin 2
Aftershock,1.6569221707319716e-12,Bin 2
the vast majority of its territory-previously,1.5672781263672689e-12,Bin 2
the Siberian border where he had been jailed,1.5548812843718025e-12,Bin 2
Mr. Dorfman,1.4986201520770313e-12,Bin 2
one of my favourite sights in the night sky,1.4406621011986405e-12,Bin 2
Shockacon,1.4113125015406257e-12,Bin 2
retail group Parkson,1.369346123389074e-12,Bin 2
Agatharchides,1.325680815670929e-12,Bin 2
"this famously liberal, progressive city",1.295447799950748e-12,Bin 2
"the European Quarter of Strasbourg, France",1.2821858835371034e-12,Bin 2
coverage of Sunday's services,1.2379528643046634e-12,Bin 2
The ruffly bits,1.2331482259244648e-12,Bin 2
Kohalla Bridge,1.177793073513451e-12,Bin 2
Hypertensive crisis,1.1618806190741125e-12,Bin 2
"The McLean, Va., company",1.0907297617403305e-12,Bin 2
only a slight swing against him,1.0516962049610966e-12,Bin 2
Didelphidae,1.041089101226981e-12,Bin 1 (Lowest)
initial damages caused by the tropical storm,1.0269230858150957e-12,Bin 1 (Lowest)
"Sinaloa, Mexico",1.019295595705276e-12,Bin 1 (Lowest)
this terminology several years,9.967288772909105e-13,Bin 1 (Lowest)
Liberal party candidate Eva Cote,9.601564076612198e-13,Bin 1 (Lowest)
Ken Olsen at DEC,9.179350154158349e-13,Bin 1 (Lowest)
chlorine gas,8.756896058994323e-13,Bin 1 (Lowest)
Iraqi Prime Minister Allawi,8.556289930362601e-13,Bin 1 (Lowest)
a Gem Faire event,8.139673200924488e-13,Bin 1 (Lowest)
"the German, Italian, Japanese, and Portuguese communities",7.845256838812514e-13,Bin 1 (Lowest)
Assistant Secretary David Mullins,7.460494575552919e-13,Bin 1 (Lowest)
all of their audio player technology,7.431796870522998e-13,Bin 1 (Lowest)
co-director Ron Clements,7.426854558131817e-13,Bin 1 (Lowest)
Only one modern example of a national agrarian experiment,7.144525597036071e-13,Bin 1 (Lowest)
Tuesday's policy changes,6.846541355265074e-13,Bin 1 (Lowest)
an unstable talus slope,6.797150541740708e-13,Bin 1 (Lowest)
the west of Ile Jesus,6.489349088369149e-13,Bin 1 (Lowest)
Swidwin County,5.56431562911987e-13,Bin 1 (Lowest)
the AHL's Binghamton Senators,5.214349578470487e-13,Bin 1 (Lowest)
a transfusion of contaminated blood,4.960847416980477e-13,Bin 1 (Lowest)
a James Milner own goal,4.900316346299259e-13,Bin 1 (Lowest)
the kind of political system a country chooses,4.713164862202117e-13,Bin 1 (Lowest)
"the Israeli military, and not the Lebanese",4.571664881855213e-13,Bin 1 (Lowest)
Spain coach Vicente del Bosque,4.509414067745621e-13,Bin 1 (Lowest)
orchestral accompanying to the three singers,4.503303621077886e-13,Bin 1 (Lowest)
The two tendons concerned,4.466479503330362e-13,Bin 1 (Lowest)
a trending topic on Twitter,4.417259484479229e-13,Bin 1 (Lowest)
ABC's John Martin,4.4024777673744314e-13,Bin 1 (Lowest)
Betsy Engelken,4.323907051709502e-13,Bin 1 (Lowest)
Friday's sell-off,4.283370301069541e-13,Bin 1 (Lowest)
Opa Opa,4.2047893631447033e-13,Bin 1 (Lowest)
Additional Resources The wikipedia,4.157701827120466e-13,Bin 1 (Lowest)
several major Christian music festivals over the next few months,4.0770962966585944e-13,Bin 1 (Lowest)
"some unstable, or radioactive, isotopes",3.608211628660493e-13,Bin 1 (Lowest)
"the children's musical ""Aladdin",3.3887302032359643e-13,Bin 1 (Lowest)
a rope-you just need,3.374377308889917e-13,Bin 1 (Lowest)
an English football player and manager,3.1997199625491836e-13,Bin 1 (Lowest)
Giovanardi,3.162166773415948e-13,Bin 1 (Lowest)
courtesy of a two-run eighth inning,3.1201989936263523e-13,Bin 1 (Lowest)
a curse to control him again,3.108946498800197e-13,Bin 1 (Lowest)
"an ""abuse of protectionism",3.108441135370469e-13,Bin 1 (Lowest)
the new vocalist in Azores,2.9747737657561393e-13,Bin 1 (Lowest)
a months-long standoff,2.7624639330400066e-13,Bin 1 (Lowest)
the split between FOTA and the FIA,2.731593698760499e-13,Bin 1 (Lowest)
a pragmatic decision,2.710783625090827e-13,Bin 1 (Lowest)
defoliants,2.667515906152612e-13,Bin 1 (Lowest)
Clun Forest,2.6256099840943085e-13,Bin 1 (Lowest)
the eve of deploying to Afghanistan,2.6100290890331673e-13,Bin 1 (Lowest)
one line of his mother,2.538358790832691e-13,Bin 1 (Lowest)
President Truman as U.S. ambassador,2.496422657634849e-13,Bin 1 (Lowest)
a series of workshops across ASEAN,2.424002411394421e-13,Bin 1 (Lowest)
Whorenahan,2.1532589052792392e-13,Bin 1 (Lowest)
impunity,2.128057163571146e-13,Bin 1 (Lowest)
Confucianism,2.1156093043892481e-13,Bin 1 (Lowest)
"wolves, lynxes and eagle owls",2.083525059839111e-13,Bin 1 (Lowest)
the era where his singing voice had not,2.0703785953985362e-13,Bin 1 (Lowest)
the same day the CPA was formed,2.017612292240377e-13,Bin 1 (Lowest)
the principal supporters of the partisan movement,2.0039274581756877e-13,Bin 1 (Lowest)
San Francisco for a fund-raiser,1.8833086586306372e-13,Bin 1 (Lowest)
an English Bishop Henry of Uppsala,1.7806776018258555e-13,Bin 1 (Lowest)
Newsround,1.7302726433580893e-13,Bin 1 (Lowest)
Ozzy Osbourne's,1.6998071347510469e-13,Bin 1 (Lowest)
A court in Morocco on Monday,1.656337863098758e-13,Bin 1 (Lowest)
the future concentration of American resources,1.591269214535396e-13,Bin 1 (Lowest)
NATO's Partnership for Peace (PiP) program,1.4683197907680826e-13,Bin 1 (Lowest)
a better use of these language training resources,1.4394127528894985e-13,Bin 1 (Lowest)
Trevithick,1.4288973802757625e-13,Bin 1 (Lowest)
different operations against us,1.418609680486605e-13,Bin 1 (Lowest)
"sparkling wine, such as Spanish cava",1.323929455164288e-13,Bin 1 (Lowest)
terms of its ranking within Latin America,1.3056507540220506e-13,Bin 1 (Lowest)
the island of New Guinea Friday,1.2990816245829026e-13,Bin 1 (Lowest)
"Pennsylvania, Michigan, Colorado, Ohio and New York",1.1512215142116157e-13,Bin 1 (Lowest)
The rattlesnake,1.0372002408393426e-13,Bin 1 (Lowest)
Federal NDP leadership candidate Brian Topp,1.0289649642495081e-13,Bin 1 (Lowest)
the resolution approved Thursday,9.752710560781759e-14,Bin 1 (Lowest)
Pfitzner,9.696576530971261e-14,Bin 1 (Lowest)
five innocent civilians including three children and two women,9.49312877579571e-14,Bin 1 (Lowest)
a rail station in the western city of Cologne,9.486995096171897e-14,Bin 1 (Lowest)
"a variety of weapons, outdoor survival skills",9.475796799793597e-14,Bin 1 (Lowest)
its own version of a CARE package,9.453735229214337e-14,Bin 1 (Lowest)
Mr. Gorbachev,9.136918026086657e-14,Bin 1 (Lowest)
adoring fans,8.705796877901926e-14,Bin 1 (Lowest)
"Time, the largest newsweekly",8.669214184157329e-14,Bin 1 (Lowest)
various representatives of the genus Cardamine,8.62993768904782e-14,Bin 1 (Lowest)
England coach Fabio Capello,8.545618325268839e-14,Bin 1 (Lowest)
"Heaps' father, Leo",8.143812834102183e-14,Bin 1 (Lowest)
German reparations,7.964186466284206e-14,Bin 1 (Lowest)
"the building, a violation of the Clean Air Act",7.95971716656225e-14,Bin 1 (Lowest)
Binaural,7.690147214532454e-14,Bin 1 (Lowest)
Belgaum district,7.6756463476981e-14,Bin 1 (Lowest)
the all-time closed-course speed record,7.312565253378201e-14,Bin 1 (Lowest)
"the country, hurt soldiers' morale",7.17196883170055e-14,Bin 1 (Lowest)
the registration of all military equipment in the country,7.004550468791319e-14,Bin 1 (Lowest)
King Hezekiah of Judah,6.732655370049822e-14,Bin 1 (Lowest)
a man capable of being dangerous,6.618671155181903e-14,Bin 1 (Lowest)
the Autobianchi badge,6.516994256834023e-14,Bin 1 (Lowest)
